boletin,fecha_publicacion,fecha_firma,tipo,numero,objeto,terminos_urbanismo,monto_max,tags,texto_bajado,pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-466-SI-INTEN,"Expediente Nº 9480-2019 - Eximir al Sr. José Luis Molinari del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 831.294, para el período fiscal 2024.",excepción,,Eximición Tasa A.L. y S.G. 100%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507715.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-465-SI-INTEN,"Expediente Nº 1747-2024. Eximir a la Sra. Elena Blanco del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 543.284, para el período fiscal 2024.",excepción,,Eximición Tasa A.L. y S.G. 100%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507688.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-464-SI-INTEN,"Expediente Nº 398-2018 - Eximir a la Sra. María Teresa Racciatti del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales del cien por ciento (100%), respecto a la cuenta tributaria N° 822.489, para el período fiscal 2024.",excepción,,Eximición Tasa A.L. y S.G. 100%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507654.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-463-SI-INTEN,"Expediente Nº 780-2024 - Eximir al Sr. Horacio Eloy Falcone del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 384.008, para el período fiscal 2024.",excepción,,Eximición Tasa A.L. y S.G. 100%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507624.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-462-SI-INTEN,"Expediente Nº 2472-2020 - Eximir al Sr. Carlos Soler del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 371.321, para el período fiscal 2024.",excepción,,Eximición Tasa A.L. y S.G. 100%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507589.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-461-SI-INTEN,"Expediente Nº 531-2010 - Eximir al Sr. Pedro Miguel Barrionuevo del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 630.949, para el período fiscal 2024.",excepción,,Eximición Tasa A.L. y S.G. 100%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507558.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-460-SI-INTEN,"Expediente Nº 2621-2009 - Eximir a la Sra. Celia Julia López del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 712.324, para los períodos fiscales 2023 y 2024.",excepción,,Eximición Tasa A.L. y S.G. 100%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507529.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-459-SI-INTEN,"Expediente Nº 4543-2015 - Eximir al Sr. Juan José Pansechi del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 373.795, para el período fiscal 2024.",excepción,,Eximición Tasa A.L. y S.G. 50%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507493.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-458-SI-INTEN,"Expediente Nº 10981-2015 - Eximir al Sr. Omar Rolando Andantes del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 710.609, para el período fiscal 2024.",excepción,,Eximición Tasa A.L. y S.G. 100%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507459.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-457-SI-INTEN,"Expediente Nº 8534-2015 - Eximir a la Sra. Dominga Dávalos del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 431.547, para el período fiscal 2024.",excepción,,Eximición Tasa A.L. y S.G. 100%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507428.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-456-SI-INTEN,"Expte. Nº 4061/2017.- Eximir a la Sra. María Cristina Gómez del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 331.972, para el período fiscal 2024.-",excepción,,Eximición Tasa A.L. y S.G. 100%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507395.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-455-SI-INTEN,"Expte. Nº 9636/1985.- Eximir a la Sra. Dina Polinelli Della Vedova del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 780.203, para el período fiscal 2024.-",excepción,,Eximición Tasa A.L. y S.G. 100%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507360.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-454-SI-INTEN,"Expte. Nº 46/2001.- Eximir a la Sra. Filomena Ángela Levato del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 393.211, para los períodos fiscales 2023 y 2024.-",excepción,,Eximición Tasa A.L. y S.G. 100%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507327.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-453-SI-INTEN,"Expediente Nº 10037-2023 - Eximir a la Sra. Susana Beatriz Acosta del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 571.933, para el período fiscal 2024.",excepción,,Eximición Tasa A.L. y S.G. 100%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507291.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-452-SI-INTEN,"Expediente Nº 4406-1999 - Eximir al Sr. Benjamín Jorge Argañaras del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 335.680, para el período fiscal 2023.",excepción,,Eximición Tasa A.L. y S.G. 100%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507254.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-451-SI-INTEN,"Expte. Nº 12327/2007.- Eximir a la Sra. Nélida Magdalena Malugani del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 542.606, para el período fiscal 2024.-",excepción,,Eximición Tasa A.L. y S.G. 100%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507212.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-450-SI-INTEN,"Expediente Nº 6252-2014 - Eximir a la Sra. Nancy del Carmen Pérez Álvarez del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 610.575, para el período fiscal 2024.",excepción,,Eximición Tasa A.L. y S.G. 100%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507169.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-449-SI-INTEN,"Expediente Nº 1346-2011 - Eximir a la Sra. María Cecilia Baxter del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 351.487, para el período fiscal 2024.",excepción,,Eximición Tasa A.L. y S.G. 100%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507133.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-448-SI-INTEN,"Expediente Nº 8280-2006 (Cuerpo 2) - Eximir a la Sra. Nora Elsa Acosta del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 531.323, para el período fiscal 2024.",excepción,,Eximición Tasa A.L. y S.G. 100%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507100.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-447-SI-INTEN,"Expediente Nº 7847-2014 - Eximir a la Sra. Josefa Torres del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 561.701, para el período fiscal 2024.",excepción,,Eximición Tasa A.L. y S.G. 50%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714506991.pdf
1279,2024-04-30,2024-04-25,Decreto,DECRE-2024-446-SI-INTEN,"Expediente Nº 1887-1984 - Eximir a la Sra. María Francisca Franco Sánchez del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 842.437, para el período fiscal 2024.",excepción,,Eximición Tasa A.L. y S.G. 50%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714506955.pdf
1279,2024-04-30,2024-04-25,Resolución firma conjunta,RESFC-2024-72-SI-SECPDU,"Expediente N° 5539/2023 - Resolución de Otorgamiento de Permiso de Localización en el inmueble ubicado con frente a la calle Joaquín V. Gonzalez N° 2352, Villa Adelina.",permiso de localización,,Permiso de Localización,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714507044.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-498-SI-INTEN,"Expediente Nº 6-2016 - Eximir a la Sra. Nélida Adoración Pueyo del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 750.555, para el período fiscal 2024.",excepción,,Eximición Tasa A.L. y S.G. 100%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714678048.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-497-SI-INTEN,"Expediente Nº 735-2023 - Eximir a la Sra. Susana Elvira Salviani del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 721.081, para el período fiscal 2024.",excepción,,Eximición Tasa A.L. y S.G. 100%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714678018.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-496-SI-INTEN,"Expediente Nº 5898-2016 - Eximir a la Sra. María América Lencina del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 221.957, para el período fiscal 2024.",excepción,,Eximición Tasa A.L. y S.G. 100%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714677985.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-495-SI-INTEN,"Expediente Nº 15356-2022 - Eximir a la Sra. Lucía Ranieri del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 721.131, para el período fiscal 2024.",excepción,,Eximición Tasa A.L. y S.G. 100%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714677956.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-494-SI-INTEN,"Expediente Nº 497-2010 - Eximir al Sr. Eduardo Bernacchia del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 370.334, para el período fiscal 2024.",excepción,,Eximición Tasa A.L. y S.G. 100%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714677927.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-493-SI-INTEN,"Expediente Nº 952-2005 - Eximir a la Sra. Nélida Liliana Siman del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 371.129, para el período fiscal 2024.",excepción,,Eximición Tasa A.L. y S.G. 50%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714677894.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-492-SI-INTEN,"Expediente Nº 8141-2010 - Eximir a la Sra. Carmen Martorella del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 213.721, para el período fiscal 2024.",excepción,,Eximición Tasa A.L. y S.G. 50%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714677860.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-491-SI-INTEN,"Expediente Nº 2223-2012 - Eximir al Sr. Genaro Salvador Veltri del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 841.960, para el período fiscal 2024.",excepción,,Eximición Tasa A.L. y S.G. 100%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714677824.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-490-SI-INTEN,"Expediente Nº 5733-2010 - Eximir a la Sra. Carolina Di Lonardo del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 216.013, para el período fiscal 2024.",excepción,,Eximición Tasa A.L. y S.G. 50%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714677784.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-484-SI-INTEN,"Expediente Nº 11395-2009 (Cuerpo 2) - Eximir a la Sra. Nilma Norma Leonor Porte del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 522.939, para el período fiscal 2024.",excepción,,Eximición Tasa A.L. y S.G. 100%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714677601.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-483-SI-INTEN,"Expediente Nº 1232-2020 - Eximir a la Sra. Rosa Antonia Di Giovanni del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 362.354, para el período fiscal 2024.",excepción,,Eximición Tasa A.L. y S.G. 100%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714677563.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-482-SI-INTEN,"Expediente Nº 632-2024 - Eximir al Sr. Héctor Rubén Giménez del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 631.593, para el período fiscal 2024.",excepción,,Eximición Tasa A.L. y S.G. 100%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714677511.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-481-SI-INTEN,"Expediente Nº 4277-2019 - Eximir a la Sra. Lelia Raquel Soloaga del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un veinticinco por ciento (25%), respecto a la cuenta tributaria N° 821.421, para el período fiscal 2024.",excepción,,Eximición Tasa A.L. y S.G. 25%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714677362.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-480-SI-INTEN,"Expediente Nº 782-2016 - Eximir a la Sra. Antonia Carmen Mansilla del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 642.213, para el período fiscal 2024.",excepción,,Eximición Tasa A.L. y S.G. 100%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714677330.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-479-SI-INTEN,"Expediente Nº 4580-2009 (Cuerpo 2) - Eximir a la Sra. Francisca Carmen Andreoli del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 420.244, para el período fiscal 2024.",excepción,,Eximición Tasa A.L. y S.G. 100%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714677295.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-478-SI-INTEN,"Expediente Nº 119-2004 (Cuerpo 2) - Eximir al Sr. Gregorio Huanambal Gazco del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 372.206, para el período fiscal 2024.",excepción,,Eximición Tasa A.L. y S.G. 100%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714677256.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-477-SI-INTEN,"Expediente Nº 6449-2016 - Eximir al Sr. Juan José Anzaldo del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 695.223, para el período fiscal 2024.",excepción,,Eximición Tasa A.L. y S.G. 50%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714677217.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-476-SI-INTEN,"Expediente Nº 171-2018 - Eximir al Sr. Julio Guillermo Talou del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 127.067, para el período fiscal 2024.",excepción,,Eximición Tasa A.L. y S.G. 50%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714676753.pdf
1145,2024-05-03,2024-04-26,Decreto,DECRE-2024-475-SI-INTEN,"Expediente Nº 3294-2023 - Eximir a la Sra. Isabel Felisa Sánchez del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 394.171, para el período fiscal 2024.",excepción,,Eximición Tasa A.L. y S.G. 50%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1714676708.pdf
1146,2024-05-17,2024-05-02,Decreto,DECRE-2024-517-SI-INTEN,"Expediente Nº 3475-1987 - Eximir a la Sra. Zulema Ana Renosto del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cincuenta por ciento (50%), respecto a la cuenta tributaria N° 840.039, para el período fiscal 2024.",excepción,,Eximición Tasa A.L. y S.G. 50%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1715971323.pdf
1146,2024-05-17,2024-05-02,Decreto,DECRE-2024-516-SI-INTEN,Expte. Nº 426-2024- Autorizar al Sr. Agustín José Oscar Furlanetto la construcción de un “Garage de Uso Particular” y “Vivienda Unifamiliar” en el inmueble ubicado con frente a la calle O’Higgins Nº 1541 de la ciudad de San Isidro.-,factibilidad | mayor altura/FOT/FOS | zonificación/C.O.U.,,Autorización construcción,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1715971289.pdf
1146,2024-05-17,2024-05-02,Resoluciones de la Secretaría de Gobierno de San Isidro,RSGOB-2024-116-SI-SECGOB,Habilitacion Exp: 7040-2022,zonificación/C.O.U.,,Habilitación,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1715972014.pdf
1146,2024-05-17,2024-05-02,Resolución firma conjunta,RESFC-2024-74-SI-SECPDU,"Expediente N° 2326/2024 - Resolución de Otorgamiento de Permiso de Localización en el inmueble ubicado con frente a la calle Av. Centenario N° 700, San Isidro.",permiso de localización,,Permiso de Localización,no,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1715971155.pdf
1146,2024-05-17,2024-05-09,Decreto,DECRE-2024-551-SI-INTEN,"Expediente Nº 3925-2017 - Eximir a la Sra. Optaciana Ruiz López del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 830.405, para los períodos fiscales 2023 y 2024.",excepción,,Eximición Tasa A.L. y S.G. 100%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1715984541.pdf
1146,2024-05-17,2024-05-09,Decreto,DECRE-2024-547-SI-INTEN,"Expediente Nº 1540-2019 - Eximir a la Sra. Yolanda Eloísa Martínez del pago de la Tasa por Alumbrado, Limpieza y Servicios Generales en un cien por ciento (100%), respecto a la cuenta tributaria N° 231.988, para el período fiscal 2024.",excepción,,Eximición Tasa A.L. y S.G. 100%,si,https://tesi.sanisidro.gob.ar/nfs-storage/gde/v2/gde_1715984038.pdf
