recordNumber,recordDate,projectType,politicalParty,author,topic,parlState,commissionEntryDate,commissionReportDate,diasEnComision,subtheme
00227-2024-HCD,2024-04-26,ORD - Ordenanza,Bloque Unión X La Patria,Diaz Marcos,Calles,Archivado,2024-05-03,,873,CREANDO EL PROGRAMA MUNICIPAL DE REPARACIÓN DE VEREDAS.-
00233-2024-HCD,2024-04-26,RES - Resolución,Bloque Convocación por San Isidro,Ocampo Juan Bautista,Declaración de Interes,Archivado,2024-05-03,,873,DECLARANDO DE INTERÉS EL PROGRAMA DE FORTALECIMIENTO INSTITUCIONAL.
00234-2024-HCD,2024-04-26,RES - Resolución,,,Declaración de Interes,Archivado,2024-05-03,,873,"DECLARANDO DE INTERÉS MUNICIPAL LA LABOR SOCIAL Y COMUNITARIA REALIZADA POR LA ORGANIZACIÓN SIN FINES DE LUCRO ""TECHO""."
00218-2024-HCD,2024-04-26,,Bloque Unión X La Patria,Schuppisser Manuela,Otros,Archivado,2024-05-03,,873,"S/ INTERVENIR ANTE LAS EMPRESAS AYSA, EDENOR Y NATURGY S.A. PARA QUE SE APLIQUE LA TARIFA SOCIAL DE LOS SERVICIOS DE LOS CLUBES DE BARRIO, BIBLIOTECAS, CENTROS DE JUBILADOS Y DEMÁS ENTIDADES DE TRABAJO SOCIAL, COMUNITARIO Y DEPORTIVO DEL PARTIDO"
00207-2024-HCD,2024-04-26,RES - Resolución,La Libertad Avanza,Feldtmann Maria Ines,Declaración de Interes,Archivado,2024-05-03,,873,"EL H.C.D. DECLARA DE INTERÉS EL DOCUMENTAL ""1982: LA GESTA""."
00215-2024-HCD,2024-04-26,RES - Resolución,Bloque Unión X La Patria,Bartolini Mateo (mandato cumplido),Declaración,Archivado,2024-05-03,,873,EL H.C.D. SOLICITA EL PRONTO TRATAMIENTO Y SANCIÓN DEL PROYECTO DE LEY PRESENTADO EN EL CONGRESO NACIONAL PARA GARANTIZAR EL CUMPLIMIENTO DE LA CARTA ORGÁNICA DEL BANCO NACIÓN.
00232-2024-HCD,2024-04-26,ORD - Ordenanza,Bloque Unión X La Patria,Diaz Marcos,Comercios e Industrias,Archivado,2024-05-03,,873,CREANDO EL PROGRAMA DE EMPRENDEDORES Y MICROEMPRENDEDORES DE SAN ISIDRO (PEMSI).
00230-2024-HCD,2024-04-26,ORD - Ordenanza,Bloque Unión X La Patria,Diaz Marcos,Salud Pública,En comisión,2024-05-03,2024-06-13,41,CREANDO UNA CAMPAÑA PREVENTIVA DISEÑADA PARA CONCIENCIAR SOBRE LOS RIESGOS ASOCIADOS AL JUEGO EN LÍNEA.
00214-2024-HCD,2024-04-26,DEC - Decreto,Bloque Unión X La Patria,Bartolini Mateo (mandato cumplido),Presupuesto,Sancionado,2024-05-03,2024-06-13,41,CONVOCANDO AL DIRECTOR DE LA SEDE REGIONAL NORTE DE LA UNIVERSIDAD DE BUENOS AIRES Y A LA RECTORA DE LA UNIVERSIDAD NACIONAL SCALABRINI ORTÍZ A EXPONER ANTE ESTE HONORABLE CUERPO LA SITUACIÓN PRESUPUESTARIA DE AMBAS INSTITUCIONES.
00204-2024-HCD,2024-04-26,RES - Resolución,Bloque Cambia San Isidro,Alvarado Guido,Declaración,Sancionado,2024-05-03,2024-05-23,20,EL H.C.D. EXPRESA PREOCUPACIÓN POR LA FALTA DE ACTUALIZACIÓN DE LOS VALORES DE LAS PRESTACIONES COMPRENDIDAS EN LOS PROGRAMAS PROVINCIALES SAE Y MESA.
00208-2024-HCD,2024-04-26,,La Libertad Avanza,Feldtmann Maria Ines,Semáforos,Sancionado,2024-05-03,2024-05-07,4,"S/ LA COLOCACIÓN DE SEMÁFOROS CON BOTÓN PULSADOR EN LAS INTERSECCIONES DE LA CALLE CAMINO REAL MORÓN Y SARRATEA, Y CAMINO REAL MORÓN Y JUNÍN, DE LA CIUDAD DE BOULOGNE."
00231-2024-HCD,2024-04-26,RES - Resolución,Bloque Unión X La Patria,Diaz Marcos,Salud Pública,Archivado,2024-05-03,2024-04-23,-10,EL H.C.D. EXPRESA SU PREOCUPACIÓN POR EL AUMENTO DE LAS APUESTAS ONLINE DE PREADOLESCENTES Y ADOLESCENTES.
00253-2024-HCD,2024-05-07,,La Libertad Avanza San Isidro Libre,Alberto Montes,Semáforos,Archivado,2024-05-17,,859,"S/ LA COLOCACION DE UN SEMAFORO EN LA INTERSECCION DE LA AV. ANDRES ROLON Y LA CALLE TRES DE FEBRERO, DE ESTE PARTIDO."
00240-2024-HCD,2024-05-08,ORD - Ordenanza,Bloque Unión X La Patria,Schuppisser Manuela,Derechos Humanos y Género,Archivado,2024-05-17,,859,CREANDO EL OBSERVATORIO DE SEGUIMIENTOS DE CASOS DE VIOLENCIA INSTITUCIONAL.-
00239-2024-HCD,2024-05-08,RES - Resolución,Bloque UCR - Juntos San Isidro,Cuello Juliana (mandato cumplido),Declaración,En comisión,2024-05-17,,859,EL H.C.D. EXPRESA PREOCUPACIÓN POR LA FALTA DE DISTINTAS COBERTURAS Y PRESTACIONES POR PARTE DE I.O.M.A. Y SOLICITA A LAS AUTORIDADES COMPETENTES ASIGNAR RECURSO QUE PERMITAN RESTABLECER LOS SERVICIOS DE ESTA OBRA SOCIAL
00248-2024-HCD,2024-05-09,DEC - Decreto,Bloque Unión X La Patria,Bartolini Mateo (mandato cumplido),Honorable Concejo Deliberante,En comisión,2024-05-17,,859,DISPONIENDO LAS MODIFICACIONES PERTINENTES DEL REGLAMENTO INTERNO Y ORGANIZACIÓN INTERNA DEL H.C.D. PARA QUE EN EL INICIO DE TODAS LAS SESIONES SEA OBLIGATORIO ENTONAR LAS ESTROFAS DEL HIMNO NACIONAL ARGENTINO.
00249-2024-HCD,2024-05-09,ORD - Ordenanza,Bloque Unión X La Patria,Bartolini Mateo (mandato cumplido),ORDENANZA IMPOSITIVA,Archivado,2024-05-17,,859,"MODIFICANDO LOS VALORES DEL COEFICIENTE DE MAYOR SUPERFICIE DE LA VALUACIÓN FISCAL DE LA TASA DE ALUMBRADO, BARRIDO Y LIMPIEZA DE LA ORDENANZA IMPOSITIVA."
00242-2024-HCD,2024-05-09,RES - Resolución,Bloque Unión X La Patria,Schuppisser Manuela,Honorable Concejo Deliberante,Archivado,2024-05-17,,859,"ESTABLECIENDO QUE EL DÍA 17 DE MAYO DE CADA AÑO, SE ILUMINE LA FACHADA DE ESTE HONORABLE CONCEJO DELIBERANTE CON LOS COLORES DEL ARCOIRIS CORRESPONDIENTES AL ""DÍA INTERNACIONAL CONTRA LA HOMOFOBIA, TRANSFOBIA Y BIFOBIA."""
00247-2024-HCD,2024-05-09,DEC - Decreto,Bloque Unión X La Patria,Bartolini Mateo (mandato cumplido),Honorable Concejo Deliberante,En comisión,2024-05-17,2024-07-11,55,"DISPONIENDO INCLUIR EN EL SITIO WEB DEL H.C.D. UNA SECCIÓN DONDE SE INFORME SOBRE LA HISTORIA, EL PATRIMONIO ARQUITECTÓNICO Y CULTURAL, EL VALOR SOCIAL Y EL ORIGEN DEL TÉRMINO ""HONORABLE""."
00244-2024-HCD,2024-05-09,RES - Resolución,Bloque UCR - Juntos San Isidro,Cuello Juliana (mandato cumplido),Reconocimiento,Archivado,2024-05-17,2024-05-23,6,"EL H.C.D. DE SAN ISIDRO EXPRESA SU MÁS SINCERO RECONOCIMIENTO Y FELICITACIÓN AL ""COLEGIO SAN CAYETANO"" POR CUMPLIRSE 60 AÑOS DE SU FUNDACIÓN."
00256-2024-HCD,2024-05-10,ORD - Ordenanza,Bloque Bloque FR - Unión X La Patria,Meca Federico,Comercios e Industrias,Archivado,2024-05-17,,859,"CREANDO EL PROGRAMA MUNICIPAL ""SAN ISIDRO EMPRENDE"
00261-2024-HCD,2024-05-10,RES - Resolución,Bloque Pro San Isidro,Martinez Gabriela (mandato cumplido),Declaración,Archivado,2024-05-17,,859,EL H.C.D. EXPRESA SU PREOCUPACIÓN POR LAS AMENAZAS DE EDGARDO LLANO QUE TUVIERON COMO DESTINATARIOS A VARIOS SENADORES NACIONALES.
00258-2024-HCD,2024-05-10,RES - Resolución,La Libertad Avanza,Feldtmann Maria Ines,Declaración de Interes,Sancionado,2024-05-17,2024-07-11,55,"EL H.C.D. DECLARA DE INTERÉS EL ""COMPROMISO DE MAYO"" DE LA ASOCIACIÓN DE EMPRENDEDORES DE ARGENTINA (ASEA) QUE PROPONE LA CREACIÓN DE UN MILLÓN DE NUEVOS PUESTOS DE TRABAJO."
00276-2024-HCD,2024-05-13,DEC - Decreto,Bloque Unión X La Patria,Bartolini Mateo (mandato cumplido),Honorable Concejo Deliberante,Archivado,2024-05-17,,859,CONVOCANDO A EXPONER ANTE ESTE CUERPO A LA ASOCACIÓN ARGENTINA DE KITE.
00275-2024-HCD,2024-05-13,ORD - Ordenanza,Bloque Unión X La Patria,Schuppisser Manuela,Deportes,Archivado,2024-05-17,,859,"CREANDO EL PROGRAMA DE ""CORREDORES EDUCATIVOS SEGUROS PARA CAMPOS DE DEPORTE""."
00281-2024-HCD,2024-05-13,ORD - Ordenanza,Bloque Unión X La Patria,Diaz Marcos,Obras Particulares,Archivado,2024-05-17,,859,COLOCANDO TENDIDO DE FIBRA ÓPTICA EN EL BARRIO SAN ISIDRO (BASI).
00268-2024-HCD,2024-05-13,RES - Resolución,La Libertad Avanza,Feldtmann Maria Ines,Repudio,Archivado,2024-05-17,,859,"EL H.C.D. EXPRESA SU ENÉRGICO REPUDIO Y MANIFIESTA PREOCUPACIÓN POR LAS AMENAZAS, INSULTOS Y VIOLENCIA POR PARTE DE UNA MILITANTE DE UNIÓN POR LA PATRIA A LA PERIODISTA PAULA BERNINI."
00279-2024-HCD,2024-05-13,ORD - Ordenanza,Bloque Unión X La Patria,Diaz Marcos,Salud Pública,Archivado,2024-05-17,,859,"CREANDO EL PROGRAMA ""SAN ISIDRO LIBRE DE GLUTEN""."
00271-2024-HCD,2024-05-13,RES - Resolución,Bloque Unión X La Patria,Schuppisser Manuela,Declaración,Archivado,2024-05-17,,859,"EL H.C.D. MANIFIESTA SU PREOCUPACIÓN ANTE EL PROYECTO ""LEY BASES Y PUNTOS DE PARTIDA PARA LA LIBERTAD DE LOS ARGENTINOS""."
00284-2024-HCD,2024-05-13,RES - Resolución,Bloque Cambia San Isidro,Alvarado Guido,Beneplácito,Archivado,2024-05-17,,859,"EL H.C.D. EXPRESA SU BENEPLÁCITO POR LA REALIZACIÓN DE LA ""DIPLOMATURA EN NEUROPSICOGERONTOLOGÍA APLICADA"" QUE TENDRÁ LUGAR EN LA UNIVERSIDAD DE SAN ISIDRO.-"
00273-2024-HCD,2024-05-13,RES - Resolución,Bloque Unión X La Patria,Schuppisser Manuela,Repudio,Sancionado,2024-05-17,,859,EL H.C.D. EXPRESA SU PROFUNDA PREOCUPACIÓN ANTE LOS CRÍMENES Y DISCURSOS DE ODIO QUE ATENTAN CONTRA EL BIENESTAR DE LA COMUNIDAD LGBTI+.-
00274-2024-HCD,2024-05-13,DEC - Decreto,Bloque Convocación por San Isidro,Riganti Catalina,Honorable Concejo Deliberante,Archivado,2024-05-17,2024-05-23,6,"IMPLEMENTANDO EN EL H.C.D. EL PROGRAMA DE ""H.C.D. SUSTENTABLE""."
00267-2024-HCD,2024-05-13,RES - Resolución,Bloque Pro San Isidro,Martinez Gabriela (mandato cumplido),Reconocimiento,Archivado,2024-05-17,2024-05-23,6,"EL H.C.D. FELICITA A LA ORGANIZACIÓN DE VOLUNTARIAS COMPROMETIDAS EN EL ACOMPAÑAMIENTO A LA COMUNIDAD HOSPITALARIA ""DAMAS ROSADAS"" POR SUS 65 AÑOS DE INVALUABLE LABOR."
00283-2024-HCD,2024-05-13,DEC - Decreto,Bloque Convocación por San Isidro,Ocampo Juan Bautista,Declaración de Interes,Archivado,2024-05-17,2024-05-23,6,"EL H.C.D. DECLARA DE INTERÉS EL LABOR QUE LLEVA A CABO LA ORGANIZACIÓN SIN FINES DE LUCRO ""LAS LOMAS ORAL""."
4474-2024-S,2024-05-20,ORD - Ordenanza,Ejecutivo,Ejecutivo,Donación,Sancionado,2024-05-17,2024-06-13,27,"DONACION DE PIEZAS ARQUEOLÓGICAS DEL MUSEO DE LA RECONQUISTA AL MUSEO, BIBLIOTECA Y ARCHIVO HISTÓRICO DR. HORACIO BECCAR VARELA."
00311-2024-HCD,2024-05-28,ORD - Ordenanza,Bloque Unión X La Patria,Diaz Marcos,Adhesión,En comisión,2024-06-06,,839,"ADHIRIENDO A LA LEY NACIONAL N°27.709 DENOMINADA ""LEY LUCIO""."
00314-2024-HCD,2024-05-28,ORD - Ordenanza,Bloque Unión X La Patria,Diaz Marcos,Salud Pública,Archivado,2024-06-06,,839,CREANDO UN PROGRAMA INTEGRAL DE SALUD MENTAL ESPECIALIZADO EN ADICCIONES.
00299-2024-HCD,2024-05-28,RES - Resolución,Bloque Bloque FR - Unión X La Patria,Meca Federico,Seguridad,Archivado,2024-06-06,,839,"DECLARANDO LA EMERGENCIA SOCIAL, ECONÓMICA Y EN MATERIA DE SEGURIDAD EN LOS BARRIOS POPULARES DEL PARTIDO."
00307-2024-HCD,2024-05-28,RES - Resolución,Bloque Unión X La Patria,Schuppisser Manuela,Declaración,Archivado,2024-06-06,,839,"EL H.C.D. DE SAN ISIDRO MANIFIESTA SU PREOCUPACIÓN POR EL ACTO REINVINDICATORIO DEL ACCIONAR DE LA MARINA, EN EL MARCO DEL DÍA DE LA ARMADA LLEVADO A CABO EN LA EX ESMA POR EGRESADOS DE LA ESCUELA MECÁNICA DE LA ARMADA."
00305-2024-HCD,2024-05-28,RES - Resolución,Bloque Unión X La Patria,Sarmiento Celia (mandato cumplido),Declaración,Archivado,2024-06-06,,839,EL H.C.D. DE SAN ISIDRO MANIFIESTA SU PREOCUPACIÓN ANTE LA MODIFICACIÓN ESTABLECIDA EN EL ARTÍCULO 1 DE LA RESOLUCIÓN N° 67/2024 DEL EJECUTIVO NACIONAL.
00329-2024-HCD,2024-05-30,ORD - Ordenanza,Bloque Unión X La Patria,Bartolini Mateo (mandato cumplido),Otros,Archivado,2024-06-06,,839,"REFORMANDO LOS TRIBUTOS MUNICIPALES DE ESPECTÁCULOS, A ESCALA DE LOS MEGA FESTIVALES Y RECITALES QUE EL DISTRITO PUEDE RECIBIR."
00324-2024-HCD,2024-05-30,DEC - Decreto,Bloque Unión X La Patria,Sarmiento Celia (mandato cumplido),Honorable Concejo Deliberante,Archivado,2024-06-06,,839,ESTABLECIENDO UN CRONOGRAMA EN EL CUAL EL JEFE DE GABINETE CONCURRA A ESTA HONORABLE CASA EN UN LAPSO QUE NO SUPERE LOS 4 MESES ENTRE CADA VISITA.
00326-2024-HCD,2024-05-30,DEC - Decreto,Bloque Unión X La Patria,Sarmiento Celia (mandato cumplido),Honorable Concejo Deliberante,Archivado,2024-06-06,,839,ESTABLECIENDO UN CRONOGRAMA EN EL CUAL LOS SECRETARIOS DEL DEPARTAMENTO EJECUTIVO CONCURRAN A ESTA HONORABLE CASA EN UN LAPSO QUE NO SUPERE LOS 4 MESES ENTRE CADA VISITA.
00327-2024-HCD,2024-05-30,RES - Resolución,Bloque Unión X La Patria,Sarmiento Celia (mandato cumplido),Repudio,Archivado,2024-06-06,,839,EL HONORABLE CONCEJO DELIBERTANTE EXPRESA SU REPUDIO POR EL ANUNCIO DEL RECORTE DE PERSONAL DEL INSTITUTO NACIONAL DE TECNOLOGÍA INDUSTRIAL (INTI).-
00322-2024-HCD,2024-05-30,ORD - Ordenanza,Bloque Unión X La Patria,Sarmiento Celia (mandato cumplido),Arbolado Público,En comisión,2024-06-06,,839,CREANDO EL REGISTRO ÚNICO DE PODADORES URBANOS.
00328-2024-HCD,2024-05-30,ORD - Ordenanza,Bloque Unión X La Patria,Bartolini Mateo (mandato cumplido),Otros,Archivado,2024-06-06,,839,DISPONIENDO LA OBLIGATORIEDAD DE EMITIR LAS FACTURAS DE LAS TASAS MUNICIPALES EN FORMA MENSUAL.
00321-2024-HCD,2024-05-30,RES - Resolución,La Libertad Avanza,Feldtmann Maria Ines,Declaración,Sancionado,2024-06-06,2024-09-26,112,"DECLARANDO COMO ""PERSONALIDAD DESTACADA DEL PARTIDO DE SAN ISIDRO"" A LA EDITORA ADRIANA HIDALGO SOLÁ POR SU DESTACADA LABOR EDITORIAL Y APORTE A LA CULTURA Y LITERATURA NACIONAL."
00334-2024-HCD,2024-05-30,RES - Resolución,Bloque Bloque FR - Unión X La Patria,Meca Federico,Declaración,Sancionado,2024-06-06,2024-07-30,54,DECLARANDO PAISAJE PROTEGIDO MUNICIPAL AL PARQUE PÚBLICO GOLF DE VILLA ADELINA.-
00333-2024-HCD,2024-05-30,RES - Resolución,Bloque Bloque FR - Unión X La Patria,Meca Federico,Declaración,Archivado,2024-06-06,2024-06-25,19,"DECLARANDO ""ARBOL POTREGIDO MUNICIPAL "" AL ARBOLADO QUE INTEGRA EL PARQUE PUBLICO GOLF DE VILLA ADELINA."
00317-2024-HCD,2024-05-30,RES - Resolución,Bloque Unión X La Patria,Schuppisser Manuela,Beneplácito,Archivado,2024-06-06,2024-06-13,7,"EL H.C.D DE SAN ISIDRO EXPRESA SU BENEPLACITO Y CONGRATULACIONES POR LA REALIZACION DE LAS ELECCIONES EN EL CENTRO DE ESTUDIANTES DE LA ESCUELA MEDIA N° 8 ""DR. ANTONIO SAGARNA""."
00349-2024-HCD,2024-05-31,RES - Resolución,La Libertad Avanza,Feldtmann Maria Ines,Educación,Archivado,2024-06-06,,839,EL H.C.D. EXPRESA SU PREOCUPACIÓN POR LOS EPISODIOS DE ADOCTRINAMIENTO EN ESCUELAS DEL PARTIDO.
00346-2024-HCD,2024-05-31,RES - Resolución,Bloque Unión X La Patria,Schuppisser Manuela,Declaración,Archivado,2024-06-06,,839,EL H.C.D. EXPRESA SU PROFUNDA PREOCUPACIÓN POR LA CRISIS ALIMENTARIA QUE GENERAN LAS POLÍTICAS DE AJUSTE EN LOS COMEDORES COMUNITARIOS DEL MUNICIPIO.
00344-2024-HCD,2024-05-31,RES - Resolución,Bloque Unión X La Patria,Schuppisser Manuela,Derechos Humanos y Género,Archivado,2024-06-06,,839,"DECLARANDO DE INTERÉS DEL H.C.D. EL DÍA 28 DE MAYO COMO EL ""DÍA INTERNACIONAL DE ACCIÓN POR LA SALUD DE LAS MUJERES Y DISIDENCIAS SEXOGENÉRICAS""."
00357-2024-HCD,2024-06-03,RES - Resolución,Bloque Cambia San Isidro,Alvarado Guido,Declaración,Archivado,2024-06-06,2025-06-19,378,EL H.C.D. MANIFIESTA PREOCUPACIÓN POR EL RETRASO POR PARTE DEL INSTITUTO DE PREVISIÓN SOCIAL DE LA PROV. DE BS. AS. EN LA APLICACIÓN DE LOS AJUSTES EN LOS HABERES DE LOS JUBILADOS Y PENSIONADOS DEL MUNICIPIO.
01551-2024-S,2024-06-03,DEC - Decreto,Ejecutivo,Ejecutivo,Donación,Sancionado,2024-06-06,2024-06-13,7,DONACION A LA POLICÍA DE LA PROVINCIA DE BUENOS AIRES.
02788-2024-D CUERPOS 0 2 3,2024-06-03,ORD - Ordenanza,Ejecutivo,Ejecutivo,Licitacion,Sancionado,2024-06-06,2024-06-13,7,"SUMINISTRO ""IMPLEMENTACIÓN Y MANTENIMIENTO DE LICENCIAS EN PLATAFORMA DE ATENCIÓN""."
00335-2024-HCD,2024-06-07,,Bloque Bloque FR - Unión X La Patria,Meca Federico,Deportes,Sancionado,2024-06-06,2024-06-11,5,S/ LA REPARACIÓN Y/O ACONDICIONAMIENTO DE LAS PILETAS CLIMATIZADAS DE LOS CAMPOS DE DEPORTES N° 1 DE LA CIUDAD DE BECCAR Y N° 2 DE LA CIUDAD DE BOULOGNE.
00392-2024-HCD,2024-06-13,ORD - Ordenanza,La Libertad Avanza,Feldtmann Maria Ines,Salud Pública,Archivado,2024-06-24,,821,"CREANDO EL PROGRAMA ""CAMINO DE LA EMBARAZADA""."
00390-2024-HCD,2024-06-13,ORD - Ordenanza,Bloque Unión X La Patria,Schuppisser Manuela,Veredas,Archivado,2024-06-24,,821,"REALIZANDO LA REPARACIÓN DE LA VEREDA SOBRE LA CALLE NEUQUÉN, ENTRE LAS CALLES INT. LINIERS E INT. TOMKINSON, DE LA CIUDAD DE SAN ISIDRO."
00402-2024-HCD,2024-06-13,RES - Resolución,Bloque Unión X La Patria,Sarmiento Celia (mandato cumplido),Declaración,Archivado,2024-06-24,,821,EL H.C.D. EXPRESA SU REPUDIO A LA REPRESIÓN EJERCIDA DE PARTE DE LAS FUERZAS NACIONALES DE SEGURIDAD CONTRA QUIENES MANIFESTARON EL MIÉRCOLES 12 DE JUNIO DE 2024.
00393-2024-HCD,2024-06-13,ORD - Ordenanza,La Libertad Avanza,Feldtmann Maria Ines,Asistencia Social,Archivado,2024-06-24,,821,CREANDO EL PROGRAMA INTEGRAL DE ACOMPAÑAMIENTO FAMILIAR.
00406-2024-HCD,2024-06-13,RES - Resolución,La Libertad Avanza,Feldtmann Maria Ines,Repudio,Archivado,2024-06-24,,821,EL H.C.D. EXPRESA SU REPUDIO A LA VIOLENCIA DESMEDIDA Y ACTOS VANDÁLICOS PERPETRADOS POR LOS MANIFIESTANTES DURANTE EL TRATAMIENTO DE LA LEY BASES Y PUNTOS DE PARTIDA PARA LA LIBERTAD DE LOS ARGENTINOS EN EL HONORABLE SENADO DE LA NACIÓN.
00398-2024-HCD,2024-06-13,ORD - Ordenanza,Bloque Unión X La Patria,Diaz Marcos,Calles,En comisión,2024-06-24,,821,"MODIFICANDO EN TODO SU RECORRIDO EL ACTUAL NOMBRE DE LA CALLE TTE. GRAL. PEDRO EUGENIO ARAMBURU, DE LA CIUDAD DE MARTÍNEZ, POR EL NOMBRE ""PTE. RAÚL ALFONSÍN""."
00381-2024-HCD,2024-06-13,RES - Resolución,Bloque Pro San Isidro,Martinez Gabriela (mandato cumplido),Educación,En comisión,2024-07-18,,797,"EL H.C.D. EXPRESA SU PREOCUPACIÓN ANTE LA REFORMA AS. QUE PROPONE LA ELIMINACIÓN DE LA ""REPITENCIA"" EN LAS ESCUELAS SECUNDARIAS."
00404-2024-HCD,2024-06-13,RES - Resolución,La Libertad Avanza,Feldtmann Maria Ines,Educación,En comisión,2024-07-18,,797,EL H.C.D. EXPRESA SU REPUDIO AL NUEVO RÉGIMEN ACADÉMICO ANUNCIADO POR EL GOBIERNO DE LA PROV. DE BS. AS. PARA LA ESCUELA SECUNDARIA
00377-2024-HCD,2024-06-13,ORD - Ordenanza,Bloque Unión X La Patria,Schuppisser Manuela,Salud Pública,Sancionado,2024-06-24,2025-09-24,457,"CREANDO LA CAMPAÑA ""INDETECTABLE=INTRANSMISIBLE""."
00396-2024-HCD,2024-06-13,ORD - Ordenanza,Bloque Unión X La Patria,Diaz Marcos,Comercios e Industrias,Sancionado,2024-06-24,2024-09-11,79,CREANDO EL PROGRAMA DE PROMOCIÓN DE LA ACTIVIDAD GASTRONÓMICA DE SAN ISIDRO
00382-2024-HCD,2024-06-13,,Bloque Pro San Isidro,Viveka Nyborg Andersen,Higiene Urbana,Sancionado,2024-06-24,2024-06-25,1,"SOLICITANDO LA LIMPIEZA Y PUESTA EN VALOR DEL PASEO DE LOS PARAÍSOS, EL PASEO EL TALA Y EL PASEO DE LOS TRES OMBÚES, DE LA CIUDAD DE SAN ISIDRO."
00437-2024-HCD,2024-06-28,RES - Resolución,La Libertad Avanza,Feldtmann Maria Ines,Declaración,Sancionado,2024-07-04,,811,EL H.C.D. EXPRESA SU BENEPLÁCITO POR LA SANCIÓN DE LA LEY DE BASES Y PUNTOS DE PARTIDA PARA LA LIBERTAD DE LOS ARGENTINOS.
00449-2024-HCD,2024-06-28,ORD - Ordenanza,Bloque Unión X La Patria,Schuppisser Manuela,Adhesión,Archivado,2024-07-04,,811,"ADHIRIENDO A LA LEY PROVINCIAL N° 15.302 QUE ESTABLECE DISPSICIONES GENERALES RESPECTO DEL FUNCIONAMIENTO DE SALAS DE TEATRO, CENTROS CULTURALES Y ESPACIOS CULTURALES ALTERNATIVOS EN LA PROVINCIA DE BUENOS AIRES."
00430-2024-HCD,2024-06-28,ORD - Ordenanza,La Libertad Avanza,Feldtmann Maria Ines,Arbolado Público,Archivado,2024-07-04,,811,DECLARANDO DE INTERÉS LA CONSERVACIÓN Y RECUPERACIÓN DEL ARBOLADO URBANO DEL PARTIDO DE SAN ISIDRO.-
00417-2024-HCD,2024-06-28,DEC - Decreto,Bloque Unión X La Patria,Sarmiento Celia (mandato cumplido),Educación,Archivado,2024-07-04,,811,"CONVOCANDO A LOS COLEGIOS E INSTITUCIONES EDUCATIVAS DEL DISTRITO A PARTICIPAR DE LA EXPOSICIÓN FOTOGRÁFICA ""PATAGONIA, EL CAMINO DEL AGUA""."
00414-2024-HCD,2024-06-28,RES - Resolución,Bloque Unión X La Patria,Sarmiento Celia (mandato cumplido),Declaración,Archivado,2024-07-04,,811,"EL H.C.D MANIFIESTA SU PREOCUPACOPN POR EL DESFINANCIAMIENTO DEL PROGRAMA DE PATROCINIO JURIDICO Y ACOMPAÑAMIENTO INTERDISCIPLINARIO PARA NIÑAS, NIÑOS Y ADOLESCENTES VICTIMAS DE ABUSO SEXUAL (PATROCINAR)."
00415-2024-HCD,2024-06-28,RES - Resolución,Bloque Unión X La Patria,Sarmiento Celia (mandato cumplido),Declaración,Archivado,2024-07-04,,811,EL H.C.D MANIFIESTA SU PREOCUPACION Y REPUDIO POR EL DESFINANCIAMIENTO DEL COMITE EJECUTIVO DE LUCHA CONTRA LA TRATA DE PERSONAS.
00424-2024-HCD,2024-06-28,ORD - Ordenanza,Bloque Unión X La Patria,Schuppisser Manuela,Convenios,Archivado,2024-07-04,,811,SUSCRIBIENDO AL CONVENIO DE ADHESION PARA LA IMPLEMENTACION DEL PLAN QUNITA BONAERENSE DEL MINISTERIO DE SALUD DE LA PROVINCIA DE BUENOS AIRES.
03204-2024-S,2024-07-02,ORD - Ordenanza,Ejecutivo,Ejecutivo,Legítimo Abono,Sancionado,2024-07-04,2024-07-11,7,LEGITIMO ABONO
03203-2024-S,2024-07-02,ORD - Ordenanza,Ejecutivo,Ejecutivo,Legítimo Abono,Sancionado,2024-07-04,2024-07-11,7,LEGITIMO ABONO
03202-2024-S,2024-07-02,ORD - Ordenanza,Ejecutivo,Ejecutivo,Legítimo Abono,Sancionado,2024-07-04,2024-07-11,7,LEGITIMO ABONO
02624-2024-S,2024-07-02,ORD - Ordenanza,Ejecutivo,Ejecutivo,Legítimo Abono,Sancionado,2024-07-04,2024-07-11,7,LEGITIMO ABONO
00474-2024-HCD,2024-07-12,ORD - Ordenanza,Bloque Bloque FR - Unión X La Patria,Meca Federico,Otros,Archivado,2024-07-18,,797,ESTABLECIENDO LA OBLIGATORIEDAD PARA EL SECTOR PÚBLICO MUNICIPAL DE IMPLEMENTAR UNA POLÍTICA PÚBLICA DE GOBIERNO ABIERTO.
00502-2024-HCD,2024-07-12,RES - Resolución,Bloque Unión X La Patria,Schuppisser Manuela,Declaración,Archivado,2024-07-18,,797,"EL H.C.D. DECLARA COMO ""PERSONALIDAD DESTACADA DEL PARTIDO DE SAN ISIDRO"" AL SR. HÉCTOR GERMÁN OESTERHELD, VECINO DE LA CIUDAD DE BECCAR, POR SU RECONOCIDA Y VASTA TRAYECTORIA EN LA CULTURA NACIONAL."
00500-2024-HCD,2024-07-12,RES - Resolución,La Libertad Avanza,Feldtmann Maria Ines,Declaración,Sancionado,2024-07-18,,797,EL H.C.D. EXPRESA SU BENEPLÁCITO POR LA FIRMA DEL PACTO DE MAYO EN LA CASA HISTÓRICA DE TUCUMÁN.
